target_id	est_counts	tpm
ENSMUST00000102696.4	30.9999	323.9147
ENSMUST00000102782.3	1.1458	11.9727
ENSMUST00000031024.13	7.0000	73.1422
ENSMUST00000131156.7	18.0000	188.0799
ENSMUST00000113819.1	0.0000	0.0000
ENSMUST00000189688.1	46.3333	484.1316
ENSMUST00000109799.7	46.3333	484.1316
ENSMUST00000003370.13	46.3333	484.1316
ENSMUST00000020552.6	29.0000	303.0176
ENSMUST00000140641.1	6.4583	67.4825
ENSMUST00000173642.1	1.0678	11.1573
ENSMUST00000084434.10	12.0000	125.3866
ENSMUST00000102967.2	5.0000	52.2444
ENSMUST00000212129.1	0.0000	0.0001
ENSMUST00000212796.1	9.2896	97.0660
ENSMUST00000203797.1	0.0000	0.0000
ENSMUST00000063307.5	12.7592	133.3190
ENSMUST00000172732.7	1.0149	10.6045
ENSMUST00000212601.1	7.0000	73.1422
ENSMUST00000081381.5	7.0000	73.1422
ENSMUST00000212685.1	7.0000	73.1422
ENSMUST00000098362.10	7.0000	73.1422
ENSMUST00000155671.7	28.0365	292.9501
ENSMUST00000118830.7	11.9635	125.0053
ENSMUST00000025476.2	15.0000	156.7333
ENSMUST00000052437.4	78.0000	815.0130
ENSMUST00000031382.13	1.4740	15.4013
ENSMUST00000164532.1	0.0000	0.0000
ENSMUST00000024763.9	6.0000	62.6933
ENSMUST00000103133.3	101.0000	1055.3373
ENSMUST00000117713.7	0.0099	0.1029
ENSMUST00000118703.7	0.5283	5.5205
ENSMUST00000100377.10	13.0000	135.8355
ENSMUST00000055071.8	2.0000	20.8978
ENSMUST00000108496.8	0.0022	0.0226
ENSMUST00000186316.1	0.0000	0.0000
ENSMUST00000167673.1	6.6667	69.6592
ENSMUST00000180182.1	6.6667	69.6592
ENSMUST00000067249.2	6.6667	69.6592
ENSMUST00000167386.7	0.7933	8.2896
ENSMUST00000050467.7	15.0000	156.7333
ENSMUST00000005487.11	86.0000	898.6040
ENSMUST00000222106.1	22.6573	236.7437
ENSMUST00000221481.1	0.0057	0.0596
ENSMUST00000220576.1	0.0057	0.0596
ENSMUST00000020908.8	62.2649	650.5984
ENSMUST00000017975.5	162.0000	1692.7192
ENSMUST00000032969.13	52.5788	549.3901
ENSMUST00000208670.1	1.4212	14.8497
ENSMUST00000025762.14	21.9959	229.8322
ENSMUST00000069579.5	19.0000	198.5288
ENSMUST00000153892.1	7.4108	77.4346
ENSMUST00000021084.9	1.5855	16.5669
ENSMUST00000170908.7	72.4138	756.6432
ENSMUST00000200004.1	34.4444	359.9058
ENSMUST00000105367.7	13.0000	135.8355
ENSMUST00000003156.14	13.0000	135.8355
ENSMUST00000042121.9	40.0000	417.9554
ENSMUST00000161976.7	30.5000	318.6910
ENSMUST00000022971.7	30.5000	318.6910
ENSMUST00000159327.1	0.0000	0.0000
ENSMUST00000060987.14	0.0003	0.0031
ENSMUST00000030192.4	1.9861	20.7522
ENSMUST00000103120.4	0.5000	5.2244
ENSMUST00000150414.7	0.5000	5.2244
ENSMUST00000031895.12	116.0000	1212.0706
ENSMUST00000101301.9	2.0000	20.8978
ENSMUST00000006911.11	0.0000	0.0000
ENSMUST00000046859.11	1.1176	11.6782
ENSMUST00000085108.7	0.0000	0.0000
ENSMUST00000127939.1	0.0000	0.0000
ENSMUST00000033683.7	39.0000	407.5065
ENSMUST00000146927.1	2.0625	21.5508
ENSMUST00000025918.7	22.0000	229.8754
ENSMUST00000171444.7	36.0000	376.1598
ENSMUST00000004780.15	36.0000	376.1598
ENSMUST00000079703.9	83.0000	867.2574
ENSMUST00000074936.9	28.0000	292.5688
ENSMUST00000112571.3	18.9598	198.1089
ENSMUST00000164832.7	0.0402	0.4199
ENSMUST00000004206.9	102.0000	1065.7862
ENSMUST00000051955.8	38.9974	407.4790
ENSMUST00000099475.11	8.6782	90.6772
ENSMUST00000132773.1	18.0000	188.0799
ENSMUST00000085835.7	36.3317	379.6260
ENSMUST00000207185.1	13.6683	142.8182
ENSMUST00000152704.7	23.0581	240.9310
ENSMUST00000022163.14	4.9419	51.6377
ENSMUST00000108613.9	26.2685	274.4762
ENSMUST00000070996.10	16.7207	174.7124
ENSMUST00000043419.9	12.9229	135.0303
ENSMUST00000115487.2	8.0000	83.5911
ENSMUST00000139570.1	0.3333	3.4830
ENSMUST00000212546.1	0.3333	3.4830
ENSMUST00000120626.1	0.3333	3.4830
ENSMUST00000113110.4	14.9999	156.7319
ENSMUST00000085256.7	0.0001	0.0014
ENSMUST00000032998.12	57.0000	595.5864
ENSMUST00000063824.13	32.1692	336.1326
ENSMUST00000142203.7	35.5003	370.9390
ENSMUST00000135618.7	2.3304	24.3503
ENSMUST00000000696.6	2.0000	20.8978
ENSMUST00000212709.1	0.0000	0.0000
ENSMUST00000152407.7	0.0000	0.0000
ENSMUST00000027830.4	1.0000	10.4489
ENSMUST00000022577.5	110.0000	1149.3772
ENSMUST00000143107.1	28.8000	300.9279
ENSMUST00000021522.4	27.0000	282.1199
ENSMUST00000112001.8	3.4720	36.2784
ENSMUST00000108625.7	0.0001	0.0010
ENSMUST00000140400.1	8.1569	85.2301
ENSMUST00000028691.6	13.0995	136.8756
ENSMUST00000080008.12	9.9005	103.4487
ENSMUST00000050884.13	1.0000	10.4489
ENSMUST00000141470.1	0.0000	0.0002
ENSMUST00000043937.8	24.0000	250.7732
ENSMUST00000109468.2	38.0000	397.0576
ENSMUST00000132102.1	10.3754	108.4115
ENSMUST00000192047.5	2.1611	22.5810
ENSMUST00000201888.1	0.0000	0.0001
ENSMUST00000100847.4	0.0000	0.0001
ENSMUST00000040154.8	7.0000	73.1421
ENSMUST00000177501.1	3.2846	34.3199
ENSMUST00000150576.7	3.5000	36.5711
ENSMUST00000059802.6	3.5000	36.5711
ENSMUST00000106003.1	0.0000	0.0000
ENSMUST00000062370.8	0.0000	0.0001
ENSMUST00000066264.12	53.0000	553.7909
ENSMUST00000097473.9	1.0000	10.4489
ENSMUST00000206963.1	2.2061	23.0515
ENSMUST00000108428.7	0.0000	0.0000
ENSMUST00000153451.8	0.0000	0.0000
ENSMUST00000156372.7	0.0000	0.0000
ENSMUST00000124035.1	0.0000	0.0000
ENSMUST00000143441.1	0.0000	0.0000
ENSMUST00000114882.7	6.9992	73.1338
ENSMUST00000155071.7	0.0008	0.0084
ENSMUST00000017548.6	33.9909	355.1674
ENSMUST00000026092.8	4.2963	44.8915
ENSMUST00000144779.1	0.0000	0.0000
ENSMUST00000076265.12	10.5000	109.7133
ENSMUST00000133481.1	10.5000	109.7133
ENSMUST00000147336.7	6.0000	62.6933
ENSMUST00000039554.6	6.0000	62.6933
ENSMUST00000181948.1	3.9512	41.2860
ENSMUST00000105420.2	3.0000	31.3467
ENSMUST00000119467.1	28.0000	292.5688
ENSMUST00000104925.3	10.9195	114.0970
ENSMUST00000103749.2	16.0000	167.1821
ENSMUST00000045517.8	0.0000	0.0000
ENSMUST00000000137.7	54.0000	564.2397
ENSMUST00000119031.7	95.1831	994.5569
ENSMUST00000028702.9	30.1319	314.8451
ENSMUST00000172912.7	1.4913	15.5827
ENSMUST00000025181.16	0.0173	0.1812
ENSMUST00000114311.10	1.4913	15.5827
ENSMUST00000041160.12	29.0000	303.0176
ENSMUST00000020209.15	10.5000	109.7133
ENSMUST00000179990.7	10.5000	109.7133
ENSMUST00000020321.12	0.0022	0.0232
ENSMUST00000102881.9	36.9978	386.5855
ENSMUST00000077577.7	1.0000	10.4489
ENSMUST00000224741.1	0.0000	0.0000
ENSMUST00000066469.13	30.0000	313.4665
ENSMUST00000146108.7	2.3313	24.3592
ENSMUST00000043898.7	15.0000	156.7333
ENSMUST00000220593.1	0.0000	0.0000
ENSMUST00000127128.7	0.0000	0.0000
ENSMUST00000002275.14	14.0000	146.2844
ENSMUST00000028623.12	9.0000	94.0400
ENSMUST00000017604.9	28.0000	292.5688
ENSMUST00000152210.1	0.1300	1.3587
ENSMUST00000129178.7	0.0000	0.0000
ENSMUST00000032888.9	82.0000	856.8085
ENSMUST00000079125.6	5.0000	52.2444
ENSMUST00000089776.2	1.0000	10.4489
ENSMUST00000135924.1	0.0000	0.0000
ENSMUST00000110975.7	0.0000	0.0000
ENSMUST00000137694.7	0.0000	0.0000
ENSMUST00000156067.7	0.0000	0.0000
ENSMUST00000056108.11	0.0000	0.0000
ENSMUST00000194100.5	0.0000	0.0000
ENSMUST00000148498.7	0.0000	0.0000
ENSMUST00000028110.10	3.1188	32.5878
ENSMUST00000114072.7	0.0062	0.0644
ENSMUST00000143545.1	0.0000	0.0000
ENSMUST00000223939.1	0.0000	0.0000
ENSMUST00000223999.1	9.7640	102.0224
ENSMUST00000225117.1	0.0000	0.0000
ENSMUST00000178310.7	20.4495	213.6740
ENSMUST00000043074.11	0.1334	1.3940
ENSMUST00000179142.1	0.0001	0.0008
ENSMUST00000052867.7	24.4170	255.1309
ENSMUST00000001569.14	65.0000	679.1775
ENSMUST00000106057.7	15.6765	163.8016
ENSMUST00000129850.7	0.0000	0.0000
ENSMUST00000057373.13	16.0000	167.1821
ENSMUST00000004396.12	11.0000	114.9377
ENSMUST00000030665.6	20.0000	208.9777
ENSMUST00000120733.7	15.1267	158.0573
ENSMUST00000092425.10	0.0091	0.0946
ENSMUST00000134749.7	0.0000	0.0000
ENSMUST00000172457.7	9.0137	94.1832
ENSMUST00000105373.7	0.0002	0.0018
ENSMUST00000043311.6	0.0000	0.0000
ENSMUST00000030432.7	1.0000	10.4489
ENSMUST00000165113.7	0.0000	0.0000
ENSMUST00000105702.8	0.0000	0.0000
ENSMUST00000172073.7	0.0000	0.0000
ENSMUST00000046114.4	24.0000	250.7732
ENSMUST00000155953.7	0.0000	0.0000
ENSMUST00000022341.6	33.0000	344.8132
ENSMUST00000179684.2	0.0010	0.0103
ENSMUST00000115749.1	5.6667	59.2103
ENSMUST00000023477.13	5.6667	59.2103
ENSMUST00000096229.9	5.6667	59.2103
ENSMUST00000209287.1	0.0000	0.0001
ENSMUST00000030201.13	0.0000	0.0000
ENSMUST00000097649.9	27.8330	290.8241
ENSMUST00000088307.3	25.0000	261.2221
ENSMUST00000182618.7	0.0000	0.0000
ENSMUST00000183154.7	0.0000	0.0000
ENSMUST00000201260.3	0.0000	0.0000
ENSMUST00000174664.1	0.0000	0.0000
ENSMUST00000126507.1	0.0000	0.0000
ENSMUST00000200337.1	0.0000	0.0000
ENSMUST00000030348.5	32.0000	334.3643
ENSMUST00000099431.5	0.0000	0.0000
ENSMUST00000096020.6	0.0000	0.0000
ENSMUST00000127270.1	0.0000	0.0000
ENSMUST00000078729.8	0.0000	0.0000
ENSMUST00000033961.6	10.0000	104.4888
ENSMUST00000034159.7	15.0000	156.7333
ENSMUST00000086535.11	33.9645	354.8909
ENSMUST00000140725.7	0.0000	0.0000
ENSMUST00000215973.1	16.6838	174.3270
ENSMUST00000215879.1	1.4408	15.0546
ENSMUST00000198180.4	2.0670	21.5975
ENSMUST00000030622.2	24.0000	250.7732
ENSMUST00000110437.3	2.5862	27.0231
ENSMUST00000078804.11	13.3622	139.6200
ENSMUST00000115076.7	0.0000	0.0000
ENSMUST00000115075.1	0.0000	0.0000
ENSMUST00000115078.7	0.0000	0.0000
ENSMUST00000115079.7	7.6378	79.8066
ENSMUST00000196687.1	28.3894	296.6374
ENSMUST00000049531.9	0.0000	0.0000
ENSMUST00000006462.13	14.2206	148.5896
ENSMUST00000159121.1	1.0000	10.4489
ENSMUST00000161807.7	11.0000	114.9376
ENSMUST00000104958.1	0.0000	0.0001
ENSMUST00000194746.5	0.0290	0.3030
ENSMUST00000177019.7	0.0000	0.0000
ENSMUST00000033975.7	26.0000	271.6710
ENSMUST00000194932.5	8.3226	86.9621
ENSMUST00000002551.3	19.0000	198.5288
ENSMUST00000108712.7	0.0000	0.0000
ENSMUST00000001063.14	0.0000	0.0000
ENSMUST00000179936.7	0.0001	0.0014
ENSMUST00000108711.7	0.0000	0.0000
ENSMUST00000108713.7	0.0000	0.0000
ENSMUST00000161543.1	1.0669	11.1477
ENSMUST00000150745.8	0.0000	0.0000
ENSMUST00000095224.10	2.1429	22.3905
ENSMUST00000133910.2	0.0001	0.0007
ENSMUST00000136059.7	0.0000	0.0000
ENSMUST00000153209.7	0.0000	0.0000
ENSMUST00000135903.7	0.0000	0.0000
ENSMUST00000067786.8	9.0000	94.0400
ENSMUST00000206598.1	0.0000	0.0000
ENSMUST00000223751.1	2.1758	22.7349
ENSMUST00000151986.1	0.0000	0.0000
ENSMUST00000197471.1	1.6106	16.8291
ENSMUST00000163694.3	1.9990	20.8876
ENSMUST00000193892.5	10.6854	111.6507
ENSMUST00000071044.12	0.0007	0.0077
ENSMUST00000108416.9	1.1928	12.4637
ENSMUST00000025163.13	13.0000	135.8355
ENSMUST00000122809.1	1.0047	10.4985
ENSMUST00000105861.7	9.5000	99.2644
ENSMUST00000084846.11	9.5000	99.2644
ENSMUST00000211725.1	2.0652	21.5793
ENSMUST00000191849.5	5.0000	52.2444
ENSMUST00000193083.5	5.0000	52.2444
ENSMUST00000003513.10	30.0000	313.4665
ENSMUST00000154473.7	3.4998	36.5685
ENSMUST00000138728.1	3.4998	36.5685
ENSMUST00000223680.1	43.9091	458.8010
ENSMUST00000224463.1	0.0026	0.0274
ENSMUST00000136174.7	0.0000	0.0000
ENSMUST00000212600.1	0.0000	0.0000
ENSMUST00000207278.1	0.0000	0.0000
ENSMUST00000148833.7	0.0000	0.0000
ENSMUST00000127712.7	0.0000	0.0000
ENSMUST00000210375.1	0.0000	0.0000
ENSMUST00000211500.1	0.0000	0.0000
ENSMUST00000073456.8	58.0000	606.0353
ENSMUST00000087897.10	22.9965	240.2882
ENSMUST00000119705.7	0.0026	0.0270
ENSMUST00000120902.7	0.0009	0.0092
ENSMUST00000071026.9	0.0000	0.0000
ENSMUST00000108610.7	0.0000	0.0000
ENSMUST00000164359.7	0.0000	0.0000
ENSMUST00000120418.1	0.3910	4.0855
ENSMUST00000211425.1	0.6418	6.7065
ENSMUST00000178235.7	1.7794	18.5925
ENSMUST00000007257.9	17.0000	177.6310
ENSMUST00000188151.1	0.8400	8.7769
ENSMUST00000139685.7	0.8400	8.7769
ENSMUST00000019439.8	1.0000	10.4489
ENSMUST00000140931.1	1.0000	10.4489
ENSMUST00000008812.7	18.5288	193.6054
ENSMUST00000028175.6	7.0000	73.1422
ENSMUST00000043675.8	21.0000	219.4266
ENSMUST00000145126.7	0.5000	5.2244
ENSMUST00000107009.7	0.5000	5.2244
ENSMUST00000119570.7	0.0000	0.0000
ENSMUST00000072359.6	0.0000	0.0000
ENSMUST00000137766.1	0.0000	0.0001
ENSMUST00000020608.2	25.0000	261.2221
ENSMUST00000058437.13	22.0000	229.8754
ENSMUST00000031726.14	10.0000	104.4888
ENSMUST00000030401.13	17.2799	180.5552
ENSMUST00000106206.7	0.7201	7.5247
ENSMUST00000147954.1	3.0098	31.4494
ENSMUST00000030187.13	26.0000	271.6710
ENSMUST00000131103.8	1.0113	10.5666
ENSMUST00000115231.3	2.0000	20.8978
ENSMUST00000167504.2	26.0000	271.6710
ENSMUST00000024905.9	5.0000	52.2444
ENSMUST00000034428.7	41.0000	428.4042
ENSMUST00000066155.5	0.0000	0.0000
ENSMUST00000106752.9	0.0000	0.0000
ENSMUST00000170335.3	13.0386	136.2393
ENSMUST00000031264.11	10.0000	104.4888
ENSMUST00000208950.1	1.5000	15.6733
ENSMUST00000156380.3	1.5000	15.6733
ENSMUST00000164399.7	0.0000	0.0001
ENSMUST00000110665.7	0.0000	0.0000
ENSMUST00000042228.14	1.5087	15.7645
ENSMUST00000081216.11	1.5087	15.7645
ENSMUST00000020034.5	0.0000	0.0000
ENSMUST00000030340.14	26.0000	271.6710
ENSMUST00000134542.1	0.0000	0.0000
ENSMUST00000148643.7	0.0000	0.0000
ENSMUST00000096261.3	41.0000	428.4042
ENSMUST00000027302.13	26.0000	271.6710
ENSMUST00000210343.1	0.0000	0.0000
ENSMUST00000076842.6	0.0000	0.0001
ENSMUST00000217940.1	0.0000	0.0000
ENSMUST00000218229.1	0.0000	0.0000
ENSMUST00000152918.7	1.0909	11.3988
ENSMUST00000076155.4	0.0000	0.0000
ENSMUST00000115522.8	3.3332	34.8287
ENSMUST00000119224.7	1.6668	17.4157
ENSMUST00000109315.4	0.0002	0.0023
ENSMUST00000140755.7	18.8759	197.2317
ENSMUST00000169186.2	1.0398	10.8645
ENSMUST00000166495.7	22.0000	229.8754
ENSMUST00000064062.12	2.0000	20.8978
ENSMUST00000221541.1	1.7351	18.1302
ENSMUST00000167159.8	0.0000	0.0001
ENSMUST00000110054.7	0.0032	0.0338
ENSMUST00000110053.8	0.0032	0.0338
ENSMUST00000019169.7	10.6645	111.4322
ENSMUST00000143657.7	10.6645	111.4322
ENSMUST00000154550.7	10.6645	111.4322
ENSMUST00000091879.11	18.0000	188.0799
ENSMUST00000214180.1	1.2127	12.6711
ENSMUST00000203816.1	0.0000	0.0000
ENSMUST00000079085.10	13.9041	145.2821
ENSMUST00000120826.1	0.0000	0.0000
ENSMUST00000126821.1	0.0000	0.0000
ENSMUST00000145446.1	0.0000	0.0000
ENSMUST00000166518.7	21.9095	228.9298
ENSMUST00000002090.2	13.0905	136.7811
ENSMUST00000192725.5	0.0003	0.0034
ENSMUST00000194847.1	0.0000	0.0000
ENSMUST00000156794.1	0.7880	8.2338
ENSMUST00000128523.7	0.0000	0.0000
ENSMUST00000173441.7	0.0000	0.0000
ENSMUST00000213350.1	39.0000	407.5065
ENSMUST00000068167.12	0.1670	1.7447
ENSMUST00000159569.8	1.0000	10.4489
ENSMUST00000179238.7	0.2500	2.6122
ENSMUST00000177779.7	0.2500	2.6122
ENSMUST00000004316.14	0.2500	2.6122
ENSMUST00000105465.7	0.2500	2.6122
ENSMUST00000018556.10	1.5000	15.6733
ENSMUST00000106977.7	1.5000	15.6733
ENSMUST00000106972.7	1.5000	15.6733
ENSMUST00000106971.1	1.5000	15.6733
ENSMUST00000108623.7	1.0000	10.4489
ENSMUST00000105612.1	0.0000	0.0000
ENSMUST00000085065.11	19.0858	199.4249
ENSMUST00000070731.10	1.0000	10.4489
ENSMUST00000183663.7	1.0000	10.4489
ENSMUST00000070681.6	4.0000	41.7955
ENSMUST00000213383.1	0.0000	0.0000
ENSMUST00000002274.9	12.0000	125.3866
ENSMUST00000199420.4	0.8032	8.3925
ENSMUST00000120934.7	0.0953	0.9957
ENSMUST00000155605.1	1.0035	10.4852
ENSMUST00000022416.14	1.0441	10.9099
ENSMUST00000057897.7	1.0000	10.4489
ENSMUST00000030189.13	11.9999	125.3855
ENSMUST00000152251.7	0.0001	0.0011
ENSMUST00000196878.1	0.0000	0.0000
ENSMUST00000034846.6	9.0000	94.0400
ENSMUST00000120234.1	1.4790	15.4539
ENSMUST00000081310.10	5.7861	60.4585
ENSMUST00000034085.7	6.0000	62.6933
ENSMUST00000075242.6	23.0000	240.3243
ENSMUST00000023054.13	0.0000	0.0000
ENSMUST00000023036.5	7.0000	73.1422
ENSMUST00000006625.7	1.0000	10.4489
ENSMUST00000140048.1	0.0000	0.0000
ENSMUST00000153819.1	0.0000	0.0000
ENSMUST00000189068.6	0.2500	2.6122
ENSMUST00000186526.6	0.2500	2.6122
ENSMUST00000187994.6	0.2500	2.6122
ENSMUST00000023248.12	0.2500	2.6122
ENSMUST00000059354.14	14.0000	146.2844
ENSMUST00000071561.6	0.0000	0.0000
ENSMUST00000027800.14	0.0001	0.0008
ENSMUST00000101506.9	7.0000	73.1422
ENSMUST00000020440.6	6.0000	62.6933
ENSMUST00000112598.8	0.0000	0.0000
ENSMUST00000179748.7	10.0000	104.4888
ENSMUST00000026927.9	10.0000	104.4888
ENSMUST00000135341.7	0.0000	0.0000
ENSMUST00000138349.7	0.0000	0.0000
ENSMUST00000168019.1	0.0000	0.0000
ENSMUST00000050143.4	0.0000	0.0000
ENSMUST00000089250.8	10.5000	109.7132
ENSMUST00000022622.13	10.5000	109.7132
ENSMUST00000222234.1	0.0000	0.0000
ENSMUST00000222441.1	0.0000	0.0000
ENSMUST00000222757.1	0.0000	0.0000
ENSMUST00000222529.1	0.0000	0.0000
ENSMUST00000109748.8	0.0000	0.0000
ENSMUST00000189316.6	4.9819	52.0557
ENSMUST00000027886.13	0.0090	0.0944
ENSMUST00000063199.12	0.0090	0.0944
ENSMUST00000165711.2	0.0000	0.0000
ENSMUST00000090031.11	11.0000	114.9377
ENSMUST00000142407.7	14.0000	146.2844
ENSMUST00000201292.3	14.0000	146.2844
ENSMUST00000045602.8	8.2566	86.2723
ENSMUST00000129451.1	1.7434	18.2165
ENSMUST00000194701.5	0.0000	0.0000
ENSMUST00000023076.5	0.0000	0.0000
ENSMUST00000081670.12	0.0000	0.0000
ENSMUST00000025408.8	8.0000	83.5911
ENSMUST00000125276.1	0.0000	0.0000
ENSMUST00000139623.1	0.0000	0.0000
ENSMUST00000107442.2	0.0850	0.8883
ENSMUST00000156166.7	3.5872	37.4821
ENSMUST00000021062.11	0.0000	0.0000
ENSMUST00000173569.1	0.0000	0.0000
ENSMUST00000197477.4	0.0000	0.0000
ENSMUST00000216658.1	0.0000	0.0000
ENSMUST00000021993.4	14.0000	146.2844
ENSMUST00000191431.7	0.0000	0.0000
ENSMUST00000163210.1	0.0000	0.0000
ENSMUST00000187690.6	3.7500	39.1833
ENSMUST00000190496.1	3.7500	39.1833
ENSMUST00000113814.10	3.7500	39.1833
ENSMUST00000122899.7	3.7500	39.1833
ENSMUST00000159816.7	0.0675	0.7055
ENSMUST00000174048.7	0.0000	0.0000
ENSMUST00000049628.15	10.0000	104.4885
ENSMUST00000190279.6	3.9984	41.7788
ENSMUST00000137139.1	0.5000	5.2244
ENSMUST00000032336.6	0.5000	5.2244
ENSMUST00000202050.3	0.0000	0.0000
ENSMUST00000114716.3	0.0000	0.0000
ENSMUST00000182533.7	6.4286	67.1714
ENSMUST00000182031.1	6.4286	67.1714
ENSMUST00000088257.13	1.0000	10.4489
ENSMUST00000116551.9	1.0000	10.4489
ENSMUST00000213200.1	0.0000	0.0000
ENSMUST00000155824.1	0.0000	0.0000
ENSMUST00000074556.6	12.0000	125.3866
ENSMUST00000126543.7	0.0000	0.0000
ENSMUST00000059080.6	3.0000	31.3467
ENSMUST00000148629.1	3.0000	31.3467
ENSMUST00000082428.4	1.0000	10.4489
ENSMUST00000032800.9	2.0000	20.8978
ENSMUST00000165242.3	2.2857	23.8832
ENSMUST00000205179.2	2.2857	23.8832
ENSMUST00000020372.5	7.0000	73.1422
ENSMUST00000130410.7	0.0000	0.0000
ENSMUST00000114299.7	0.3333	3.4830
ENSMUST00000144429.7	0.3333	3.4830
ENSMUST00000101454.8	0.3333	3.4830
ENSMUST00000126529.1	2.4571	25.6744
ENSMUST00000220047.1	2.9908	31.2508
ENSMUST00000223720.1	0.0000	0.0000
ENSMUST00000219567.1	0.0028	0.0292
ENSMUST00000218126.1	0.0000	0.0000
ENSMUST00000143074.1	0.0000	0.0000
ENSMUST00000225410.1	0.0000	0.0000
ENSMUST00000073791.9	5.4807	57.2671
ENSMUST00000106537.7	0.0386	0.4035
ENSMUST00000043931.8	5.4807	57.2671
ENSMUST00000090488.2	0.0000	0.0000
ENSMUST00000097536.5	0.0000	0.0000
ENSMUST00000120495.1	6.0000	62.6933
ENSMUST00000150022.1	0.0000	0.0000
ENSMUST00000080149.5	0.0000	0.0000
ENSMUST00000079294.11	1.9142	20.0017
ENSMUST00000025040.5	2.2500	23.5100
ENSMUST00000224430.1	0.0000	0.0000
ENSMUST00000121185.7	0.0018	0.0192
ENSMUST00000117589.7	0.0018	0.0192
ENSMUST00000138189.1	0.0000	0.0000
ENSMUST00000116468.1	15.0000	156.7333
ENSMUST00000080085.8	0.5000	5.2244
ENSMUST00000200577.4	0.5000	5.2244
ENSMUST00000214347.1	2.0000	20.8978
ENSMUST00000059286.13	9.0000	94.0399
ENSMUST00000029456.4	14.0000	146.2844
ENSMUST00000107342.1	0.0000	0.0000
ENSMUST00000137811.7	0.0000	0.0001
ENSMUST00000097682.2	2.6667	27.8637
ENSMUST00000024047.11	1.0000	10.4489
ENSMUST00000174609.8	0.3385	3.5368
ENSMUST00000174175.7	8.1325	84.9751
ENSMUST00000218866.1	0.0001	0.0011
ENSMUST00000161915.7	0.0000	0.0000
ENSMUST00000196111.4	1.0000	10.4489
ENSMUST00000021552.2	15.1622	158.4284
ENSMUST00000095347.11	0.0000	0.0000
ENSMUST00000064099.7	1.0000	10.4489
ENSMUST00000106058.7	25.3235	264.6026
ENSMUST00000198748.4	1.0089	10.5416
ENSMUST00000210564.1	2.0000	20.8978
ENSMUST00000102844.3	0.0000	0.0003
ENSMUST00000123995.7	0.0000	0.0000
ENSMUST00000170002.7	0.0000	0.0000
ENSMUST00000170010.1	0.0041	0.0433
ENSMUST00000123184.1	0.0000	0.0003
ENSMUST00000171416.1	1.0301	10.7636
ENSMUST00000206830.1	0.0000	0.0000
ENSMUST00000192615.5	0.0000	0.0000
ENSMUST00000167721.7	0.0000	0.0000
ENSMUST00000214571.1	0.0010	0.0102
ENSMUST00000122226.1	0.0000	0.0000
ENSMUST00000177098.7	0.0000	0.0000
ENSMUST00000185519.6	0.0000	0.0000
ENSMUST00000082134.5	10.9091	113.9878
ENSMUST00000173550.7	0.2500	2.6122
ENSMUST00000172571.7	0.2500	2.6122
ENSMUST00000025250.13	0.2500	2.6122
ENSMUST00000166426.8	0.2500	2.6122
ENSMUST00000217969.1	0.0000	0.0000
ENSMUST00000049937.12	1.0000	10.4489
ENSMUST00000183898.1	0.0000	0.0000
ENSMUST00000022563.8	1.0000	10.4489
ENSMUST00000172533.7	0.0000	0.0000
ENSMUST00000102574.9	1.0000	10.4489
ENSMUST00000137822.1	0.0000	0.0000
ENSMUST00000207890.1	1.9990	20.8876
ENSMUST00000126381.2	0.0010	0.0102
ENSMUST00000211668.1	0.0000	0.0000
ENSMUST00000063417.9	2.0000	20.8978
ENSMUST00000057442.7	13.0000	135.8355
ENSMUST00000108141.1	1.1481	11.9969
ENSMUST00000059472.9	0.0000	0.0000
ENSMUST00000193334.2	0.0000	0.0000
ENSMUST00000204596.1	0.0000	0.0000
ENSMUST00000113617.2	0.0000	0.0000
ENSMUST00000141961.3	0.0000	0.0000
ENSMUST00000142735.7	0.0200	0.2085
ENSMUST00000103191.10	3.3001	34.4821
ENSMUST00000194865.1	4.0000	41.7955
ENSMUST00000174745.7	0.0000	0.0000
ENSMUST00000223428.1	0.0000	0.0000
ENSMUST00000167377.2	5.0000	52.2444
ENSMUST00000101477.1	0.0000	0.0000
ENSMUST00000035925.6	19.0000	198.5288
ENSMUST00000066378.7	0.0000	0.0000
ENSMUST00000153353.8	0.0000	0.0000
ENSMUST00000176305.7	0.0000	0.0000
ENSMUST00000176849.7	0.0000	0.0000
ENSMUST00000058009.15	0.0000	0.0000
ENSMUST00000138547.7	0.0000	0.0000
ENSMUST00000069281.7	0.0000	0.0000
ENSMUST00000141406.7	0.0000	0.0000
ENSMUST00000160987.7	9.0000	94.0400
ENSMUST00000144121.1	0.0000	0.0000
ENSMUST00000178147.2	0.0000	0.0000
ENSMUST00000016231.13	11.0000	114.9377
ENSMUST00000102898.4	14.0000	146.2844
ENSMUST00000043870.8	7.0000	73.1422
ENSMUST00000210226.1	0.0000	0.0000
ENSMUST00000066632.13	6.9656	72.7822
ENSMUST00000110899.6	1.0344	10.8088
ENSMUST00000027947.12	0.0000	0.0000
ENSMUST00000220861.1	0.0000	0.0000
ENSMUST00000048393.6	4.0000	41.7955
ENSMUST00000103131.4	6.0252	62.9566
ENSMUST00000154207.7	0.0000	0.0000
ENSMUST00000208227.1	0.0000	0.0000
ENSMUST00000072838.5	3.0000	31.3467
ENSMUST00000177051.7	0.0000	0.0000
