target_id	est_counts	tpm
ENSMUST00000102980.10	108.0000	1128.4795
ENSMUST00000018184.9	91.0000	950.8484
ENSMUST00000144258.7	96.8168	1011.6271
ENSMUST00000005616.15	96.8168	1011.6271
ENSMUST00000220041.1	35.5195	371.1394
ENSMUST00000020174.6	2.4805	25.9182
ENSMUST00000067404.12	45.5000	475.4242
ENSMUST00000111663.8	45.5000	475.4242
ENSMUST00000110505.7	0.0000	0.0000
ENSMUST00000016400.8	108.0000	1128.4795
ENSMUST00000059980.10	11.0000	114.9377
ENSMUST00000082429.6	39.0000	407.5065
ENSMUST00000032968.6	137.1908	1433.4903
ENSMUST00000206325.1	19.0079	198.6113
ENSMUST00000205997.1	33.8014	353.1865
ENSMUST00000100194.8	53.1004	554.8403
ENSMUST00000113377.7	36.8996	385.5592
ENSMUST00000201469.3	11.0000	114.9377
ENSMUST00000117661.8	11.0000	114.9377
ENSMUST00000024846.12	0.0000	0.0000
ENSMUST00000148960.7	40.5429	423.6276
ENSMUST00000068795.3	76.0000	794.1152
ENSMUST00000077290.8	259.0000	2706.2610
ENSMUST00000094329.10	63.0000	658.2797
ENSMUST00000074046.12	63.0000	658.2797
ENSMUST00000103091.8	63.0000	658.2797
ENSMUST00000117557.7	1.1735	12.2617
ENSMUST00000112268.2	32.0000	334.3643
ENSMUST00000151390.7	192.5547	2011.9819
ENSMUST00000109102.3	236.0000	2465.9366
ENSMUST00000031697.8	363.0000	3792.9449
ENSMUST00000107343.7	0.0810	0.8464
ENSMUST00000220758.1	173.0000	1807.6569
ENSMUST00000114996.7	182.9176	1911.2853
ENSMUST00000225674.1	94.8548	991.1267
ENSMUST00000027123.14	185.0000	1933.0436
ENSMUST00000027303.13	106.5048	1112.8559
ENSMUST00000026599.9	23.0000	240.3243
ENSMUST00000029385.8	60.0000	626.9330
ENSMUST00000020238.13	286.0000	2988.3808
ENSMUST00000116560.2	25.5347	266.8095
ENSMUST00000209469.1	95.4653	997.5054
ENSMUST00000044019.15	217.0000	2267.4078
ENSMUST00000124826.1	0.0000	0.0000
ENSMUST00000034878.11	138.0000	1441.9460
ENSMUST00000120690.1	0.0000	0.0000
ENSMUST00000209474.1	19.5652	204.4349
ENSMUST00000194170.1	59.0000	616.4842
ENSMUST00000128258.1	111.0000	1159.8261
ENSMUST00000113619.7	21.4935	224.5835
ENSMUST00000204653.2	57.2220	597.9060
ENSMUST00000032138.14	68.4214	714.9273
ENSMUST00000204890.2	19.8631	207.5467
ENSMUST00000176207.7	0.0000	0.0000
ENSMUST00000103075.10	180.0000	1880.7991
ENSMUST00000163168.8	146.0000	1525.5371
ENSMUST00000029806.12	32.3311	337.8236
ENSMUST00000136613.3	2.6689	27.8874
ENSMUST00000120267.8	79.0882	826.3835
ENSMUST00000122116.7	16.4971	172.3763
ENSMUST00000139609.7	79.0882	826.3835
ENSMUST00000167918.7	0.0000	0.0000
ENSMUST00000164378.7	0.0000	0.0000
ENSMUST00000169094.7	0.0000	0.0000
ENSMUST00000022782.8	185.0000	1933.0436
ENSMUST00000011058.8	167.0000	1744.9636
ENSMUST00000084838.12	61.0000	637.3819
ENSMUST00000154617.7	23.0000	240.3243
ENSMUST00000001989.8	136.9894	1431.3859
ENSMUST00000089217.10	0.0106	0.1113
ENSMUST00000082419.1	68.0000	710.5241
ENSMUST00000108612.7	29.6528	309.8389
ENSMUST00000108611.7	20.4351	213.5239
ENSMUST00000109605.3	110.0000	1149.3772
ENSMUST00000056950.13	89.0000	929.9507
ENSMUST00000133820.1	89.0000	929.9507
ENSMUST00000138741.1	70.0000	731.4219
ENSMUST00000210106.1	78.9762	825.2136
ENSMUST00000222435.1	14.4569	151.0585
ENSMUST00000002532.8	191.1819	1997.6376
ENSMUST00000108771.1	0.0000	0.0000
ENSMUST00000108776.7	0.0000	0.0000
ENSMUST00000165416.7	0.2890	3.0196
ENSMUST00000108778.7	0.2890	3.0196
ENSMUST00000108772.7	0.0000	0.0000
ENSMUST00000108769.7	0.2401	2.5090
ENSMUST00000000756.5	287.9463	3008.7171
ENSMUST00000099514.9	45.9740	480.3766
ENSMUST00000142618.7	45.9740	480.3766
ENSMUST00000021063.12	158.0000	1650.9237
ENSMUST00000005017.14	186.0000	1943.4924
ENSMUST00000202020.1	86.5000	903.8285
ENSMUST00000025684.3	86.5000	903.8285
ENSMUST00000080492.5	6.7500	70.5300
ENSMUST00000076364.5	57.2275	597.9636
ENSMUST00000092266.10	14.4453	150.9371
ENSMUST00000134487.1	10.1314	105.8621
ENSMUST00000139253.7	10.1314	105.8621
ENSMUST00000110615.7	7.0590	73.7584
ENSMUST00000167610.1	0.0000	0.0000
ENSMUST00000086325.11	138.0000	1441.9460
ENSMUST00000174510.7	158.0000	1650.9237
ENSMUST00000097281.2	43.0000	449.3020
ENSMUST00000001455.12	18.5794	194.1338
ENSMUST00000119251.7	10.4206	108.8838
ENSMUST00000010201.8	71.7385	749.5871
ENSMUST00000193628.5	0.2615	2.7326
ENSMUST00000060955.11	59.5321	622.0441
ENSMUST00000110142.7	59.5321	622.0441
ENSMUST00000149854.7	40.8174	426.4958
ENSMUST00000145694.7	27.0786	282.9409
ENSMUST00000002976.4	163.0000	1703.1681
ENSMUST00000077890.11	0.0003	0.0032
ENSMUST00000074267.4	44.2105	461.9499
ENSMUST00000221871.1	2.7895	29.1477
ENSMUST00000007865.6	39.0000	407.5065
ENSMUST00000100770.8	13.6308	142.4267
ENSMUST00000003049.7	156.9992	1640.4664
ENSMUST00000208551.1	0.0008	0.0084
ENSMUST00000208253.1	0.0000	0.0000
ENSMUST00000002818.8	79.0000	825.4618
ENSMUST00000040655.12	509.0000	5318.4820
ENSMUST00000138143.7	169.9826	1776.1280
ENSMUST00000205335.1	48.5000	506.7709
ENSMUST00000206765.1	48.5000	506.7709
ENSMUST00000032177.9	0.0000	0.0000
ENSMUST00000143630.7	10.3265	107.9002
ENSMUST00000169576.7	20.2500	211.5899
ENSMUST00000105267.7	20.2500	211.5899
ENSMUST00000168036.7	20.2500	211.5899
ENSMUST00000164088.7	20.2500	211.5899
ENSMUST00000162708.6	186.0000	1943.4924
ENSMUST00000221654.1	123.0000	1285.2127
ENSMUST00000163473.7	1.1441	11.9546
ENSMUST00000005234.12	257.0000	2685.3632
ENSMUST00000000687.7	100.0000	1044.8884
ENSMUST00000141191.7	8.0015	83.6072
ENSMUST00000067955.11	16.5280	172.6992
ENSMUST00000049357.9	230.0000	2403.2433
ENSMUST00000029446.12	77.0389	804.9705
ENSMUST00000197488.4	20.0909	209.9279
ENSMUST00000030028.4	135.0000	1410.5993
ENSMUST00000010249.5	72.0000	752.3197
ENSMUST00000163085.7	80.0000	835.9107
ENSMUST00000011623.7	199.0000	2079.3279
ENSMUST00000037646.8	1.5637	16.3387
ENSMUST00000219370.1	0.0000	0.0004
ENSMUST00000203077.2	8.5220	89.0451
ENSMUST00000042990.6	7.9745	83.3242
ENSMUST00000204293.2	0.3638	3.8011
ENSMUST00000203436.2	2.1398	22.3584
ENSMUST00000067631.6	118.0000	1232.9683
ENSMUST00000000388.14	149.0000	1556.8837
ENSMUST00000000028.13	146.0000	1525.5371
ENSMUST00000006035.12	50.6585	529.3251
ENSMUST00000088650.10	13.3415	139.4035
ENSMUST00000106291.9	0.0479	0.5003
ENSMUST00000197539.4	0.0479	0.5003
ENSMUST00000197859.4	112.8072	1178.7097
ENSMUST00000166033.5	0.0479	0.5003
ENSMUST00000197134.2	0.0402	0.4206
ENSMUST00000002091.5	66.0000	689.6263
ENSMUST00000025679.10	129.1753	1349.7382
ENSMUST00000123594.7	0.8247	8.6167
ENSMUST00000048155.15	154.0000	1609.1281
ENSMUST00000027432.8	204.6850	2138.7297
ENSMUST00000026495.14	184.8899	1931.8931
ENSMUST00000114748.1	7.1101	74.2927
ENSMUST00000124992.7	85.0000	888.1551
ENSMUST00000148628.7	0.0000	0.0000
ENSMUST00000002327.5	223.0000	2330.1011
ENSMUST00000015877.13	90.0000	940.3996
ENSMUST00000161428.7	0.0000	0.0000
ENSMUST00000010192.10	34.6774	362.3399
ENSMUST00000082392.1	81.0000	846.3596
ENSMUST00000139715.7	0.0000	0.0000
ENSMUST00000026558.6	207.4955	2168.0960
ENSMUST00000072232.8	50.0000	522.4442
ENSMUST00000212824.1	111.9835	1170.1027
ENSMUST00000109547.1	14.0150	146.4416
ENSMUST00000055475.7	59.0000	616.4842
ENSMUST00000001809.14	105.0000	1097.1328
ENSMUST00000079961.13	0.0014	0.0151
ENSMUST00000026425.12	13.3359	139.3449
ENSMUST00000073605.14	0.5659	5.9133
ENSMUST00000117757.8	0.5659	5.9133
ENSMUST00000107041.4	14.8654	155.3268
ENSMUST00000192506.1	0.0000	0.0000
ENSMUST00000006435.7	64.0000	668.7286
ENSMUST00000163643.2	86.9398	908.4235
ENSMUST00000036951.12	75.0000	783.6663
ENSMUST00000037633.14	142.1241	1485.0386
ENSMUST00000210708.1	2.5045	26.1697
ENSMUST00000181228.2	104.9861	1096.9872
ENSMUST00000045864.2	104.9861	1096.9872
ENSMUST00000166123.8	227.8831	2381.1245
ENSMUST00000050993.10	0.0000	0.0000
ENSMUST00000222375.1	1.0853	11.3404
ENSMUST00000029549.15	142.5879	1489.8847
ENSMUST00000118566.7	1.4121	14.7546
ENSMUST00000065263.11	53.0000	553.7909
ENSMUST00000199808.4	53.0000	553.7909
ENSMUST00000124566.1	67.5000	705.2997
ENSMUST00000033160.14	67.5000	705.2997
ENSMUST00000028200.8	104.4952	1091.8586
ENSMUST00000027579.16	0.0002	0.0026
ENSMUST00000099353.4	53.0000	553.7909
ENSMUST00000159553.7	30.5000	318.6910
ENSMUST00000044053.12	30.5000	318.6910
ENSMUST00000040314.11	3.0000	31.3467
ENSMUST00000082418.1	123.0000	1285.2127
ENSMUST00000034827.9	58.0000	606.0353
ENSMUST00000110082.10	208.0000	2173.3679
ENSMUST00000103198.10	333.9331	3489.2285
ENSMUST00000085096.9	33.5000	350.0376
ENSMUST00000068411.4	33.5000	350.0376
ENSMUST00000028938.6	28.0000	292.5688
ENSMUST00000103147.4	73.0000	762.7685
ENSMUST00000025563.6	169.0000	1765.8614
ENSMUST00000090938.10	125.8017	1314.4869
ENSMUST00000006900.6	29.0000	303.0176
ENSMUST00000025601.6	184.0000	1922.5947
ENSMUST00000169159.2	228.0000	2382.3456
ENSMUST00000017572.13	56.4796	590.1487
ENSMUST00000173938.7	56.4796	590.1487
ENSMUST00000210587.1	30.0000	313.4665
ENSMUST00000063694.9	62.0000	647.8308
ENSMUST00000029508.10	163.9096	1712.6724
ENSMUST00000103146.4	31.0000	323.9154
ENSMUST00000151118.1	0.0000	0.0001
ENSMUST00000023365.12	6.0000	62.6933
ENSMUST00000120135.7	29.0000	303.0176
ENSMUST00000109722.8	0.0000	0.0000
ENSMUST00000109721.2	0.0000	0.0000
ENSMUST00000138166.7	32.0000	334.3643
ENSMUST00000004140.10	72.0000	752.3197
ENSMUST00000042726.13	29.8519	311.9185
ENSMUST00000103321.2	3.0409	31.7741
ENSMUST00000180036.7	25.9997	271.6679
ENSMUST00000132945.7	6.3665	66.5226
ENSMUST00000003152.13	65.0000	679.1775
ENSMUST00000019677.11	104.0545	1087.2530
ENSMUST00000144235.7	18.5527	193.8549
ENSMUST00000035836.13	44.5000	464.9753
ENSMUST00000165052.7	44.5000	464.9753
ENSMUST00000209779.1	182.3449	1905.3011
ENSMUST00000192561.5	105.3143	1100.4164
ENSMUST00000034915.14	102.0000	1065.7862
ENSMUST00000123320.7	0.0000	0.0000
ENSMUST00000139066.7	233.0000	2434.5900
ENSMUST00000096240.2	159.0000	1661.3726
ENSMUST00000021620.12	66.2873	692.6280
ENSMUST00000141055.1	1.1093	11.5909
ENSMUST00000035532.12	20.4762	213.9533
ENSMUST00000055518.12	20.4762	213.9533
ENSMUST00000109905.4	105.0000	1097.1328
ENSMUST00000058060.13	92.0000	961.2973
ENSMUST00000165806.7	37.5000	391.8332
ENSMUST00000019929.12	37.5000	391.8332
ENSMUST00000100339.8	28.6154	298.9988
ENSMUST00000165537.7	13.7590	143.7658
ENSMUST00000109620.9	13.7590	143.7658
ENSMUST00000175714.7	3.9897	41.6882
ENSMUST00000175752.7	0.3024	3.1593
ENSMUST00000176325.7	0.1900	1.9851
ENSMUST00000064703.12	61.9851	647.6754
ENSMUST00000149405.2	0.7162	7.4834
ENSMUST00000027986.4	1.0824	11.3094
ENSMUST00000198688.4	0.0000	0.0000
ENSMUST00000220994.1	32.9995	344.8076
ENSMUST00000021959.10	12.0000	125.3866
ENSMUST00000103029.9	100.9991	1055.3274
ENSMUST00000100171.2	55.6288	581.2591
ENSMUST00000029643.14	45.0000	470.1998
ENSMUST00000088454.11	17.6667	184.5970
ENSMUST00000100262.2	17.6667	184.5970
ENSMUST00000088452.10	17.6667	184.5970
ENSMUST00000028963.13	81.1385	847.8071
ENSMUST00000124526.1	0.0000	0.0000
ENSMUST00000050328.14	113.0000	1180.7239
ENSMUST00000063683.6	213.0000	2225.6123
ENSMUST00000030365.5	105.0000	1097.1328
ENSMUST00000035010.9	70.0000	731.4219
ENSMUST00000115222.9	59.0000	616.4842
ENSMUST00000216649.1	59.0000	616.4842
ENSMUST00000025142.11	26.0000	271.6710
ENSMUST00000040972.3	87.0000	909.0529
ENSMUST00000023269.4	20.0000	208.9776
ENSMUST00000030851.6	5.0000	52.2444
ENSMUST00000193675.1	0.0022	0.0225
ENSMUST00000120630.2	136.9357	1430.8255
ENSMUST00000060918.10	63.0643	658.9513
ENSMUST00000033156.4	111.0000	1159.8261
ENSMUST00000038946.8	0.0000	0.0001
ENSMUST00000105966.1	0.0000	0.0000
ENSMUST00000149521.7	0.0000	0.0000
ENSMUST00000224945.1	7.9998	83.5888
ENSMUST00000091355.11	35.0182	365.9014
ENSMUST00000103028.7	0.0009	0.0099
ENSMUST00000024042.3	35.0000	365.7109
ENSMUST00000106513.9	6.6344	69.3221
ENSMUST00000098817.2	14.0000	146.2844
ENSMUST00000164688.1	0.2661	2.7801
ENSMUST00000164957.7	40.0390	418.3627
ENSMUST00000171245.7	0.2661	2.7801
ENSMUST00000023810.11	15.4289	161.2146
ENSMUST00000024739.13	146.0000	1525.5371
ENSMUST00000035014.7	0.0000	0.0000
ENSMUST00000061101.11	64.0000	668.7286
ENSMUST00000026624.10	77.0000	804.5641
ENSMUST00000165532.2	46.5785	486.6930
ENSMUST00000213310.1	6.4215	67.0979
ENSMUST00000115817.2	84.0000	877.7063
ENSMUST00000009220.4	33.0000	344.8132
ENSMUST00000102536.10	14.0000	146.2844
ENSMUST00000030436.11	138.0000	1441.9460
ENSMUST00000038038.7	19.0000	198.5288
ENSMUST00000202917.1	54.0000	564.2397
ENSMUST00000065373.5	137.7154	1438.9728
ENSMUST00000094434.12	165.5669	1729.9889
ENSMUST00000003469.7	216.0000	2256.9590
ENSMUST00000123602.1	0.0000	0.0000
ENSMUST00000032344.11	75.0096	783.7661
ENSMUST00000111892.7	8.9904	93.9402
ENSMUST00000050556.10	6.6636	69.6273
ENSMUST00000202908.1	6.6636	69.6273
ENSMUST00000048250.9	2.0000	20.8978
ENSMUST00000198872.1	0.0000	0.0000
ENSMUST00000122279.1	0.0051	0.0537
ENSMUST00000118551.7	0.0007	0.0077
ENSMUST00000025511.9	54.9941	574.6272
ENSMUST00000137400.7	0.0000	0.0000
ENSMUST00000127568.7	0.0000	0.0000
ENSMUST00000093955.11	22.0451	230.3462
ENSMUST00000141169.1	6.4775	67.6824
ENSMUST00000152700.7	6.4775	67.6824
ENSMUST00000200497.4	2.7671	28.9136
ENSMUST00000001046.6	5.0000	52.2444
ENSMUST00000049872.7	168.0000	1755.4125
ENSMUST00000048657.9	96.8242	1011.7046
ENSMUST00000172974.7	0.0000	0.0000
ENSMUST00000004173.11	152.4618	1593.0558
ENSMUST00000150890.2	45.0000	470.1998
ENSMUST00000001042.9	13.6962	143.1096
ENSMUST00000196769.4	2.3038	24.0725
ENSMUST00000006027.5	27.0000	282.1199
ENSMUST00000019248.12	0.0000	0.0000
ENSMUST00000189718.6	0.0000	0.0000
ENSMUST00000200284.4	2.5714	26.8686
ENSMUST00000061483.8	37.0000	386.6087
ENSMUST00000131728.3	61.6641	644.3214
ENSMUST00000015146.15	71.0000	741.8708
ENSMUST00000106783.7	11.0379	115.3336
ENSMUST00000151193.1	3.9621	41.3997
ENSMUST00000152617.7	35.0000	365.7109
ENSMUST00000037401.9	35.0000	365.7109
ENSMUST00000031287.10	81.2444	848.9137
ENSMUST00000071455.5	0.7556	7.8948
ENSMUST00000114071.7	76.9931	804.4919
ENSMUST00000159086.8	126.9217	1326.1899
ENSMUST00000057501.8	0.0783	0.8184
ENSMUST00000161051.7	0.0000	0.0004
ENSMUST00000034276.12	19.0000	198.5288
ENSMUST00000181586.7	19.0000	198.5288
ENSMUST00000020488.8	3.0000	31.3467
ENSMUST00000077353.14	108.4500	1133.1815
ENSMUST00000097558.4	0.0000	0.0000
ENSMUST00000111596.7	27.0000	282.1199
ENSMUST00000068237.11	27.0000	282.1199
ENSMUST00000134048.1	0.0000	0.0000
ENSMUST00000161989.1	82.0000	856.8085
ENSMUST00000107682.1	21.0000	219.4266
ENSMUST00000145610.7	84.5000	882.9307
ENSMUST00000001792.11	84.5000	882.9307
ENSMUST00000027650.12	95.8431	1001.4538
ENSMUST00000037918.11	19.4608	203.3433
ENSMUST00000161369.2	2.5392	26.5321
ENSMUST00000079080.12	31.5462	329.6224
ENSMUST00000108714.1	31.5462	329.6224
ENSMUST00000125840.7	31.5462	329.6224
ENSMUST00000152755.7	31.5462	329.6224
ENSMUST00000101085.8	6.8153	71.2121
ENSMUST00000001900.8	51.3008	536.0360
ENSMUST00000125784.7	0.0000	0.0000
ENSMUST00000108430.9	29.3749	306.9354
ENSMUST00000146511.7	72.6246	758.8459
ENSMUST00000164304.7	6.2500	65.3055
ENSMUST00000071857.11	6.2500	65.3055
ENSMUST00000169854.1	6.2500	65.3055
ENSMUST00000080824.11	6.2500	65.3055
ENSMUST00000020640.7	27.0000	282.1199
ENSMUST00000139959.7	27.0000	282.1199
ENSMUST00000030158.10	55.0000	574.6886
ENSMUST00000037748.8	55.4595	579.4895
ENSMUST00000216820.1	55.4595	579.4895
ENSMUST00000183271.1	0.0904	0.9446
ENSMUST00000166329.7	0.0000	0.0000
ENSMUST00000169938.7	0.0000	0.0000
ENSMUST00000166471.7	0.0000	0.0000
ENSMUST00000026269.3	36.0000	376.1598
ENSMUST00000216352.1	0.0000	0.0000
ENSMUST00000031391.8	79.0000	825.4618
ENSMUST00000159813.7	26.6992	278.9769
ENSMUST00000059515.7	0.0000	0.0000
ENSMUST00000108429.7	0.0000	0.0004
ENSMUST00000220674.1	19.7283	206.1382
ENSMUST00000222763.1	19.7283	206.1382
ENSMUST00000082405.1	37.0000	386.6087
ENSMUST00000188231.1	37.0000	386.6087
ENSMUST00000049642.4	98.4623	1028.8208
ENSMUST00000207303.1	1.0000	10.4489
ENSMUST00000068584.6	65.0000	679.1775
ENSMUST00000054220.9	146.8108	1534.0093
ENSMUST00000213053.1	0.0001	0.0007
ENSMUST00000212019.1	16.8995	176.5809
ENSMUST00000023343.3	19.9999	208.9771
ENSMUST00000112121.5	9.0000	94.0400
ENSMUST00000100539.9	45.9783	480.4215
ENSMUST00000112143.3	156.9998	1640.4723
ENSMUST00000106072.8	85.9978	898.5812
ENSMUST00000020397.10	30.0000	313.4665
ENSMUST00000110136.7	0.0398	0.4163
ENSMUST00000002699.5	39.0000	407.5065
ENSMUST00000192365.1	2.0909	21.8477
ENSMUST00000147799.7	21.0000	219.4266
ENSMUST00000152620.1	24.7037	258.1261
ENSMUST00000040772.8	70.0000	731.4219
ENSMUST00000213938.1	9.0000	94.0400
ENSMUST00000079419.11	3.2331	33.7826
ENSMUST00000100799.8	3.2331	33.7826
ENSMUST00000080281.13	22.5337	235.4524
ENSMUST00000082396.1	31.0000	323.9154
ENSMUST00000037290.11	11.0545	115.5075
ENSMUST00000171564.7	11.0545	115.5075
ENSMUST00000145275.7	6.8909	72.0027
ENSMUST00000200237.4	9.9217	103.6708
ENSMUST00000199896.1	9.9217	103.6708
ENSMUST00000197984.4	9.9217	103.6708
ENSMUST00000001485.9	30.0000	313.4665
ENSMUST00000113910.7	24.0000	250.7732
ENSMUST00000177850.7	0.0000	0.0000
ENSMUST00000179172.7	0.0000	0.0000
ENSMUST00000062322.10	0.0007	0.0068
ENSMUST00000153111.1	0.0007	0.0068
ENSMUST00000111899.7	1.9987	20.8842
ENSMUST00000088811.5	76.0000	794.1152
ENSMUST00000106653.3	37.8715	395.7150
ENSMUST00000215510.1	37.8715	395.7150
ENSMUST00000210309.1	0.2570	2.6852
ENSMUST00000130593.7	0.0000	0.0003
ENSMUST00000151238.7	6.8469	71.5425
ENSMUST00000151514.1	5.1670	53.9893
ENSMUST00000172298.7	66.0000	689.6263
ENSMUST00000040166.13	40.1859	419.8978
ENSMUST00000107544.1	22.8141	238.3819
ENSMUST00000180531.1	0.0000	0.0005
ENSMUST00000102874.10	99.0000	1034.4395
ENSMUST00000163892.7	89.0000	929.9507
ENSMUST00000133697.1	15.0000	156.7332
ENSMUST00000028342.6	15.0000	156.7332
ENSMUST00000023749.14	121.9863	1274.6211
ENSMUST00000141384.1	5.4346	56.7860
ENSMUST00000073942.11	0.0001	0.0012
ENSMUST00000107491.10	3.1983	33.4192
ENSMUST00000108971.2	7.0000	73.1422
ENSMUST00000100203.9	7.0000	73.1422
ENSMUST00000026827.14	0.0000	0.0000
ENSMUST00000034264.10	53.0000	553.7909
ENSMUST00000029610.8	73.0000	762.7685
ENSMUST00000199317.1	14.0000	146.2844
ENSMUST00000145735.5	14.0000	146.2844
ENSMUST00000160853.7	0.0023	0.0244
ENSMUST00000023212.14	4.4398	46.3909
ENSMUST00000160172.7	0.0000	0.0000
ENSMUST00000045469.14	3.6667	38.3126
ENSMUST00000163075.7	3.6667	38.3126
ENSMUST00000161854.7	3.6667	38.3126
ENSMUST00000122001.2	11.1693	116.7072
ENSMUST00000141260.7	0.0812	0.8483
ENSMUST00000015501.10	67.2574	702.7643
ENSMUST00000113824.7	40.7426	425.7152
ENSMUST00000219554.1	0.0057	0.0599
ENSMUST00000164181.1	30.5130	318.8266
ENSMUST00000218127.1	3.3179	34.6686
ENSMUST00000219236.1	10.1634	106.1958
ENSMUST00000130139.2	0.0001	0.0014
ENSMUST00000036380.13	56.9999	595.5855
ENSMUST00000036453.13	21.4643	224.2781
ENSMUST00000108341.1	21.4643	224.2781
ENSMUST00000028608.12	38.6975	404.3457
ENSMUST00000143017.7	0.1148	1.1993
ENSMUST00000133016.7	31.8618	332.9207
ENSMUST00000137050.7	6.3259	66.0983
ENSMUST00000150204.7	0.0001	0.0009
ENSMUST00000120360.1	0.0000	0.0000
ENSMUST00000129935.7	13.0895	136.7709
ENSMUST00000002837.10	36.0000	376.1598
ENSMUST00000034966.8	101.0000	1055.3373
ENSMUST00000191941.1	57.0000	595.5864
ENSMUST00000084241.11	98.0000	1023.9906
ENSMUST00000001204.6	0.0000	0.0000
ENSMUST00000022816.14	26.0000	271.6710
ENSMUST00000163972.1	0.0000	0.0000
ENSMUST00000153838.7	47.0000	491.0976
ENSMUST00000120346.7	0.0000	0.0001
ENSMUST00000094028.9	54.0000	564.2397
ENSMUST00000032898.7	7.0000	73.1422
ENSMUST00000025631.6	39.0000	407.5065
ENSMUST00000063905.11	0.0000	0.0000
ENSMUST00000022256.4	95.0000	992.6440
ENSMUST00000021668.9	45.0000	470.1998
ENSMUST00000034534.12	18.0000	188.0799
ENSMUST00000044106.5	57.0000	595.5864
ENSMUST00000088716.11	165.2349	1726.5200
ENSMUST00000045756.13	52.0000	543.3420
ENSMUST00000053150.7	4.4709	46.7159
ENSMUST00000170122.3	4.4709	46.7159
ENSMUST00000197361.4	0.0571	0.5963
ENSMUST00000195998.4	0.0011	0.0119
ENSMUST00000102936.8	157.0000	1640.4748
ENSMUST00000035301.6	71.0000	741.8708
ENSMUST00000003946.8	91.0000	950.8484
ENSMUST00000064667.8	23.0000	240.3243
ENSMUST00000133547.1	140.9559	1472.8317
ENSMUST00000027592.5	11.0000	114.9377
ENSMUST00000120593.4	0.0000	0.0000
ENSMUST00000203029.2	3.0000	31.3467
ENSMUST00000200553.1	52.9367	553.1295
ENSMUST00000037023.8	7.0000	73.1422
ENSMUST00000102845.10	14.0000	146.2841
ENSMUST00000127401.7	131.9978	1379.2301
ENSMUST00000031540.10	0.0002	0.0025
ENSMUST00000181983.7	0.0000	0.0000
ENSMUST00000109400.2	0.0149	0.1553
ENSMUST00000178202.7	23.9999	250.7718
ENSMUST00000177669.1	92.5199	966.7299
ENSMUST00000156770.7	0.0000	0.0000
ENSMUST00000119575.7	0.0000	0.0000
ENSMUST00000067506.13	0.0000	0.0000
ENSMUST00000027871.12	112.3766	1174.2106
ENSMUST00000000001.4	284.0000	2967.4831
ENSMUST00000002289.6	27.0000	282.1199
ENSMUST00000204239.2	0.0000	0.0000
ENSMUST00000048223.13	12.8008	133.7545
ENSMUST00000073350.12	33.0000	344.8132
ENSMUST00000034270.16	50.0488	522.9538
ENSMUST00000035493.13	0.0000	0.0000
ENSMUST00000180020.7	0.0000	0.0000
ENSMUST00000167182.7	0.0000	0.0000
ENSMUST00000180341.1	0.0000	0.0000
ENSMUST00000032214.13	18.1804	189.9645
ENSMUST00000029570.8	28.0000	292.5688
ENSMUST00000030651.8	32.0000	334.3643
ENSMUST00000191897.1	0.0000	0.0000
ENSMUST00000099501.9	21.2046	221.5639
ENSMUST00000020755.11	139.0000	1452.3949
ENSMUST00000135088.7	18.1434	189.5780
ENSMUST00000155480.7	18.1434	189.5780
ENSMUST00000103002.7	13.7133	143.2882
ENSMUST00000076046.6	107.0000	1118.0306
ENSMUST00000102935.9	1.7150	17.9200
ENSMUST00000028349.13	63.2850	661.2574
ENSMUST00000125726.7	0.0000	0.0000
ENSMUST00000084614.4	0.0000	0.0000
ENSMUST00000045693.7	38.0000	397.0576
ENSMUST00000091694.9	0.0000	0.0000
ENSMUST00000038477.6	103.0000	1076.2351
ENSMUST00000073471.12	21.0000	219.4266
ENSMUST00000015719.14	24.0000	250.7732
ENSMUST00000087699.10	26.0000	271.6710
ENSMUST00000078976.7	55.0000	574.6886
ENSMUST00000210792.1	0.0000	0.0000
ENSMUST00000209812.1	1.0258	10.7182
ENSMUST00000210073.1	0.0194	0.2024
ENSMUST00000209927.1	0.0001	0.0006
ENSMUST00000210967.1	11.4485	119.6243
ENSMUST00000209212.1	0.0000	0.0000
ENSMUST00000209711.1	0.0000	0.0000
ENSMUST00000210191.1	0.0000	0.0000
ENSMUST00000110731.3	32.0000	334.3643
ENSMUST00000159414.1	30.9325	323.2099
ENSMUST00000023353.3	31.0000	323.9154
ENSMUST00000112586.7	18.4783	193.0772
ENSMUST00000167264.7	4.3328	45.2733
ENSMUST00000171010.7	4.3328	45.2733
ENSMUST00000170705.7	87.3343	912.5463
ENSMUST00000048214.8	26.0000	271.6710
ENSMUST00000021314.7	2.0000	20.8978
ENSMUST00000148633.3	94.9485	992.1058
ENSMUST00000088786.10	0.0515	0.5382
ENSMUST00000120143.7	26.2703	274.4958
ENSMUST00000091354.11	7.7114	80.5758
ENSMUST00000173311.7	0.0000	0.0000
ENSMUST00000173159.1	25.0667	261.9187
ENSMUST00000140482.1	67.8615	709.0766
ENSMUST00000225653.1	0.6667	6.9659
ENSMUST00000112689.8	0.6667	6.9659
ENSMUST00000036682.8	0.6667	6.9659
ENSMUST00000113820.8	59.0706	617.2215
ENSMUST00000071108.13	0.0022	0.0229
ENSMUST00000071523.4	0.0000	0.0000
ENSMUST00000160479.7	0.7207	7.5309
ENSMUST00000031401.5	0.7207	7.5309
